string_id,string_name,brand,series,gauge_mm,material,price_rm,rating,review_count,budget_tier,attacking_fit_label,control_fit_label,durable_fit_label,crisp_sound_label,source_url,elasticity,elasticity_100,elasticity_confidence,elasticity_review_raw,elasticity_mentions,elasticity_positive,elasticity_negative,durability,durability_100,durability_confidence,durability_review_raw,durability_mentions,durability_positive,durability_negative,control,control_100,control_confidence,control_review_raw,control_mentions,control_positive,control_negative,tension_retention,tension_retention_100,tension_retention_confidence,tension_retention_review_raw,tension_retention_mentions,tension_retention_positive,tension_retention_negative,string_movement,string_movement_100,string_movement_confidence,string_movement_review_raw,string_movement_mentions,string_movement_positive,string_movement_negative,attack,attack_100,attack_confidence,attack_review_raw,attack_mentions,attack_positive,attack_negative,sound,sound_100,sound_confidence,sound_review_raw,sound_mentions,sound_positive,sound_negative,comfort,comfort_100,comfort_confidence,comfort_review_raw,comfort_mentions,comfort_positive,comfort_negative,value_for_money,value_for_money_100,value_for_money_confidence,value_for_money_review_raw,value_for_money_mentions,value_for_money_positive,value_for_money_negative,stability_score,all_round_score,attacking_fit_score,control_fit_score,beginner_fit_score
19074,EXBOLT 68,尤尼克斯 YONEX,耐久性,0.68,线芯-高强度尼龙复丝、侧丝-椭圆形锻造纤维、特殊编织、涂层-弹力表层,76.0,8.2,355,high,high,high,high,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=19074,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.38181845670053216,38.2,0.0,0.5165,0,0,0,0.7709692194943203,0.681,0.7514,0.74,0.6528
17014,RYZONIC 65,高神 Gosen,,0.65,高强度尼龙+树脂,0.0,8.9,517,unknown,high,medium,high,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=17014,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
6652,VBS-66 NANO,威克多 VICTOR,高弹,0.66,VBS-66N以高强度尼龙复丝为内芯，通过纳米技术充分填充球线的每个交叉处,0.0,8.9,3461,unknown,high,medium,high,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=6652,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
7142,VBS-69 NANO,威克多 VICTOR,耐久,0.69,高强度尼龙复丝,0.0,8.0,132,unknown,high,medium,high,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=7142,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
7218,VBS-68,威克多 VICTOR,控制,0.68,高韧性Vectran 纤维与特殊扁平纱,0.0,8.6,155,unknown,high,medium,high,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=7218,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
7220,VBS-70,威克多 VICTOR,耐久,0.7,复丝尼龙,0.0,8.4,765,unknown,high,high,high,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=7220,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
20064,VBS-61,威克多 VICTOR,高弹,0.61,-,0.0,7.6,117,unknown,high,low,medium,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=20064,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
7217,VBS-63,威克多 VICTOR,高弹,0.63,尼龙,0.0,8.4,413,unknown,high,medium,low,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=7217,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
7219,VBS-68 Power,威克多 VICTOR,控制,0.68,复丝尼龙,0.0,8.2,273,unknown,high,medium,high,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=7219,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
7015,李宁1号线,李宁 Lining,高反弹,0.65,耐热高强力尼龙复丝,0.0,7.7,961,unknown,high,low,low,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=7015,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
9285,N65,李宁 Lining,高反弹,0.65,尼龙,0.0,8.5,789,unknown,high,medium,high,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=9285,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
10729,N68,李宁 Lining,高反弹,0.68,尼龙,0.0,8.6,515,unknown,high,high,high,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=10729,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
11433,N63,李宁 Lining,高反弹,0.63,尼龙纤维,0.0,8.6,110,unknown,high,medium,low,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=11433,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
9284,N61,李宁 Lining,高反弹,0.61,尼龙,0.0,7.8,152,unknown,high,low,low,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=9284,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
7751,Kizuna Z61,其它品牌 Other,,0.61,高分子尼龙复丝,0.0,8.9,251,unknown,high,high,high,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=7751,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
22513,JS-63,薰风 kumpoo,,0.63,尼龙,33.0,8.8,391,mid,high,medium,high,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=22513,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.5232658251215848,52.3,0.0,0.5165,0,0,0,0.7709692194943203,0.6967,0.7514,0.74,0.6882
24114,雷鸣69,高神 Gosen,,0.69,尼龙,0.0,8.8,44,unknown,high,medium,high,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=24114,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
22523,JS-65,薰风 kumpoo,,0.65,尼龙,33.0,8.7,123,mid,high,medium,high,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=22523,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.5232658251215848,52.3,0.0,0.5165,0,0,0,0.7709692194943203,0.6967,0.7514,0.74,0.6882
17013,RYZONIC 58,高神 Gosen,,0.58,高强度尼龙+树脂,0.0,7.8,109,unknown,high,low,low,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=17013,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
22524,JS-69,薰风 kumpoo,,0.69,尼龙,33.0,9.5,81,mid,high,high,high,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=22524,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.5232658251215848,52.3,0.0,0.5165,0,0,0,0.7709692194943203,0.6967,0.7514,0.74,0.6882
22514,JS-67,薰风 kumpoo,,0.67,尼龙,33.0,8.6,78,mid,high,medium,high,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=22514,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.5232658251215848,52.3,0.0,0.5165,0,0,0,0.7709692194943203,0.6967,0.7514,0.74,0.6882
9286,N69,李宁 Lining,均衡型,0.69,尼龙复丝,0.0,7.3,121,unknown,medium,medium,high,yes,https://www.badmintoncn.com/cbo_eq/view.php?eid=9286,0.766282532239156,76.6,0.0,0.9842,0,0,0,0.7302843482637141,73.0,0.0,0.9187,0,0,0,0.7315510597302505,73.2,0.0,0.921,0,0,0,0.5421957671957672,54.2,0.0,0.5767,0,0,0,0.7709692194943203,77.1,0.0,0.0073,0,0,0,0.7557860262008734,75.6,0.0,0.9651,0,0,0,0.7256633663366338,72.6,0.0,0.9103,0,0,0,0.7245812005583994,72.5,0.0,0.9083,0,0,0,0.6318184567005322,63.2,0.0,0.5165,0,0,0,0.7709692194943203,0.7088,0.7514,0.74,0.7153
