string_id,string_name,brand,series,gauge_mm,material,price_rm,rating,review_count,budget_tier,attacking_fit_label,control_fit_label,durable_fit_label,crisp_sound_label,source_url,attack,attack_100,attack_confidence,attack_review_raw,comfort,comfort_100,comfort_confidence,comfort_review_raw,control,control_100,control_confidence,control_review_raw,durability,durability_100,durability_confidence,durability_review_raw,elasticity,elasticity_100,elasticity_confidence,elasticity_review_raw,sound,sound_100,sound_confidence,sound_review_raw,string_movement,string_movement_100,string_movement_confidence,string_movement_review_raw,tension_retention,tension_retention_100,tension_retention_confidence,tension_retention_review_raw,value_for_money,value_for_money_100,value_for_money_confidence,value_for_money_review_raw,stability_score,all_round_score,attacking_fit_score,control_fit_score,beginner_fit_score,stability_score_100,all_round_score_100,attacking_fit_score_100,control_fit_score_100,beginner_fit_score_100
19074,EXBOLT 68,尤尼克斯 YONEX,耐久性,0.68,线芯-高强度尼龙复丝、侧丝-椭圆形锻造纤维、特殊编织、涂层-弹力表层,76,8.2,355,high,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=19074,0.995566837963375,99.6,1.0,0.995566837963375,0.727843973803509,72.8,1.0,0.727843973803509,0.8148033813521488,81.5,1.0,0.8148033813521488,0.9243193906467873,92.4,1.0,0.9243193906467873,0.8597228745196724,86.0,1.0,0.8597228745196724,0.7764695115875305,77.6,1.0,0.7764695115875305,0.8442657554164349,84.4,1.0,0.8442657554164349,0.4343490624245799,43.4,0.9021493506849819,0.4343490624245799,0.5254485306073672,52.5,1.0,0.6653039231627641,0.8442657554164349,0.7669765909246006,0.8786781359121251,0.7755715811599198,0.7483998204200961,84.4,76.7,87.9,77.6,74.8
12743,EXBOLT65,尤尼克斯 YONEX,高弹性,0.65,线芯-高强度尼龙复丝、侧丝-锻造纤维、特殊编织、涂层-弹力表层,76,8.7,443,high,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=12743,0.936243055017967,93.6,1.0,0.936243055017967,0.9277809414234367,92.8,1.0,0.9277809414234367,0.7338554894921473,73.4,1.0,0.7338554894921473,0.9466136244339063,94.7,1.0,0.9466136244339063,0.8379209167468683,83.8,1.0,0.8379209167468683,0.8734065381886615,87.3,1.0,0.8734065381886615,0.9719234239079358,97.2,1.0,0.9719234239079358,0.5486603728736175,54.9,1.0,0.5486603728736175,0.5243690301569495,52.4,1.0,0.6638645892288738,0.9719234239079358,0.8111970435823879,0.8802502008915933,0.8143483219494069,0.8023837327894108,97.2,81.1,88.0,81.4,80.2
22513,JS-63,薰风 kumpoo,,0.63,尼龙,33,8.8,391,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=22513,0.9724765124768993,97.2,1.0,0.9724765124768993,0.7748299907951101,77.5,1.0,0.7748299907951101,0.8703138341349675,87.0,1.0,0.8703138341349675,0.9507617351350576,95.1,1.0,0.9507617351350576,0.8708895238846793,87.1,1.0,0.8708895238846793,0.8187891507127015,81.9,1.0,0.8187891507127015,0.9728839191502311,97.3,1.0,0.9728839191502311,0.24225880105947456,24.2,1.0,0.24225880105947456,0.8614507185625296,86.1,1.0,0.9446793894559219,0.9728839191502311,0.8149615762124056,0.8904509900948387,0.8188858445552267,0.8512114460515479,97.3,81.5,89.0,81.9,85.1
22523,JS-65,薰风 kumpoo,,0.65,尼龙,33,8.7,123,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=22523,0.9587408372316368,95.9,1.0,0.9587408372316368,0.8893780260201427,88.9,1.0,0.8893780260201427,0.8761517436190285,87.6,0.983668426856085,0.8761517436190285,0.960184444677476,96.0,1.0,0.960184444677476,0.8721680735400508,87.2,1.0,0.8721680735400508,0.7774416584520707,77.7,1.0,0.7774416584520707,0.9964127824177939,99.6,1.0,0.9964127824177939,0.29229406884959946,29.2,0.3358200169568208,0.29229406884959946,0.8214508337074915,82.1,1.0,0.8913462096492043,0.9964127824177939,0.8271358298350323,0.890134331282924,0.8494168111940462,0.8866473006888005,99.6,82.7,89.0,84.9,88.7
22514,JS-67,薰风 kumpoo,,0.67,尼龙,33,8.6,78,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=22514,0.9863781651339524,98.6,0.3775892231425497,0.9863781651339524,0.9472553848033037,94.7,1.0,0.9472553848033037,0.946957219675887,94.7,1.0,0.946957219675887,0.9403537649172117,94.0,1.0,0.9403537649172117,0.6996724339279927,70.0,1.0,0.6996724339279927,0.76399244772394,76.4,1.0,0.76399244772394,0.9947540434016944,99.5,1.0,0.9947540434016944,0.377648036408231,37.8,0.3168017031091754,0.377648036408231,0.8478414499361536,84.8,1.0,0.9265336979540872,0.9947540434016944,0.8338725495475963,0.8696849879318483,0.8772917534748963,0.9259177325708011,99.5,83.4,87.0,87.7,92.6
22524,JS-69,薰风 kumpoo,,0.69,尼龙,33,9.5,81,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=22524,0.778968253968254,77.9,0.16,0.778968253968254,0.9493239807948086,94.9,0.4977066213797469,0.9493239807948086,0.9270114942528735,92.7,0.12,0.9270114942528735,0.9908160214908995,99.1,1.0,0.9908160214908995,0.9212147365103631,92.1,1.0,0.9212147365103631,0.7647175871482834,76.5,0.7352546583856702,0.7647175871482834,0.9933347963823459,99.3,0.7670310097770158,0.9933347963823459,0.5178960038935646,51.8,0.3719275519189824,0.5178960038935646,0.885152887672113,88.5,1.0,0.9762822816020329,0.9933347963823459,0.8587150846792784,0.8423821864618829,0.90544796795635,0.9392100486740039,99.3,85.9,84.2,90.5,93.9
7751,Kizuna Z61,其它品牌 Other,,0.61,高分子尼龙复丝,0,8.9,251,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=7751,0.9304046292891419,93.0,0.5034374492284146,0.9304046292891419,0.7760949292002779,77.6,1.0,0.7760949292002779,0.9107146972218798,91.1,0.5022930763158786,0.9107146972218798,0.959857018759491,96.0,1.0,0.959857018759491,0.9293097702119677,92.9,1.0,0.9293097702119677,0.8593822916012315,85.9,1.0,0.8593822916012315,0.9379069038042015,93.8,1.0,0.9379069038042015,0.43999352238787787,44.0,0.6872925530663794,0.43999352238787787,0.5138094438591185,51.4,1.0,0.35174592514549136,0.9379069038042015,0.806385911815021,0.8999578791111836,0.8521071734798287,0.7940451920492891,93.8,80.6,90.0,85.2,79.4
9284,N61,李宁 Lining,高反弹,0.61,尼龙,0,7.8,152,low,high,high,medium,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=9284,0.9844919851503338,98.4,0.30247422989019623,0.9844919851503338,0.8152785788117568,81.5,0.8996377595949119,0.8152785788117568,0.7679459624491086,76.8,0.24665421293337547,0.7679459624491086,0.7324512881900037,73.2,1.0,0.7324512881900037,0.936354986698025,93.6,1.0,0.936354986698025,0.9267082909588327,92.7,1.0,0.9267082909588327,0.9519518196479838,95.2,0.6632897452668142,0.9519518196479838,0.2468179596983736,24.7,0.47801988646058535,0.2468179596983736,0.5576940777138377,55.8,1.0,0.41025877028511704,0.9519518196479838,0.768854994368695,0.9239620976633293,0.7857754213530428,0.7353630663771603,95.2,76.9,92.4,78.6,73.5
11433,N63,李宁 Lining,高反弹,0.63,尼龙纤维,0,8.6,110,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=11433,0.9703074706913455,97.0,0.04332710646668774,0.9703074706913455,0.8363007031514205,83.6,1.0,0.8363007031514205,0.9456354470556132,94.6,0.24332710646668773,0.9456354470556132,0.7875750138513278,78.8,1.0,0.7875750138513278,0.9510776341725161,95.1,1.0,0.9510776341725161,0.8384303140683459,83.8,1.0,0.8384303140683459,0.9950038118733159,99.5,1.0,0.9950038118733159,0.35710667834017146,35.7,0.2610933559424277,0.35710667834017146,0.7644645006752813,76.4,1.0,0.6859526675670418,0.9950038118733159,0.8273223970977042,0.9260865426171208,0.883268668514556,0.8395220107722222,99.5,82.7,92.6,88.3,84.0
9285,N65,李宁 Lining,高反弹,0.65,尼龙,0,8.5,789,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=9285,0.9014703377517874,90.1,1.0,0.9014703377517874,0.8934370956314016,89.3,1.0,0.8934370956314016,0.8944396228133784,89.4,1.0,0.8944396228133784,0.930570081065977,93.1,1.0,0.930570081065977,0.9457609556273273,94.6,1.0,0.9457609556273273,0.8922972098677323,89.2,1.0,0.8922972098677323,0.9991247499330238,99.9,1.0,0.9991247499330238,0.5847641132548734,58.5,1.0,0.5847641132548734,0.8676898374433528,86.8,1.0,0.8235864499244705,0.9991247499330238,0.8788393337098727,0.9089425273169077,0.8946251078415377,0.8959648728762012,99.9,87.9,90.9,89.5,89.6
10729,N68,李宁 Lining,高反弹,0.68,尼龙,0,8.6,515,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=10729,0.9550697563082776,95.5,1.0,0.9550697563082776,0.6855975193898989,68.6,1.0,0.6855975193898989,0.7961509264906734,79.6,0.9380757320728259,0.7961509264906734,0.901549919723806,90.2,1.0,0.901549919723806,0.890328669451876,89.0,1.0,0.890328669451876,0.767181761477188,76.7,1.0,0.767181761477188,0.956187715126895,95.6,1.0,0.956187715126895,0.48776024027450965,48.8,1.0,0.48776024027450965,0.8957558599464045,89.6,1.0,0.8610078132618727,0.956187715126895,0.8150647075766143,0.8628729497195468,0.7981558182591165,0.798458019343175,95.6,81.5,86.3,79.8,79.8
9286,N69,李宁 Lining,均衡型,0.69,尼龙复丝,0,7.3,121,low,medium,high,high,medium,https://www.badmintoncn.com/cbo_eq/view.php?eid=9286,0.7682337072203527,76.8,0.17858176485235788,0.7682337072203527,0.736321934185686,73.6,0.4891900542022713,0.736321934185686,0.8257221288255334,82.6,0.17054667797121387,0.8257221288255334,0.9929605111169867,99.3,1.0,0.9929605111169867,0.6587179995267309,65.9,1.0,0.6587179995267309,0.7147460011028389,71.5,1.0,0.7147460011028389,0.9919194781406749,99.2,0.5766355323334387,0.9919194781406749,0.11573792705790119,11.6,0.2538737844379016,0.11573792705790119,0.7492451926034913,74.9,1.0,0.6656602568046551,0.9919194781406749,0.7281783199755774,0.7348798151297824,0.7661626038516983,0.8125843499154691,99.2,72.8,73.5,76.6,81.3
17013,RYZONIC 58,高神 Gosen,,0.58,高强度尼龙+树脂,0,7.8,109,low,high,high,medium,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=17013,0.9850660507614044,98.5,0.3233271064666877,0.9850660507614044,0.8952161308584374,89.5,0.4572008909045893,0.8952161308584374,0.8691495330810493,86.9,0.29192755191898245,0.8691495330810493,0.6888786876027729,68.9,1.0,0.6888786876027729,0.9183935093445997,91.8,1.0,0.9183935093445997,0.953022042084393,95.3,1.0,0.953022042084393,0.9943539687836731,99.4,0.9632523840669407,0.9943539687836731,0.16467765527978803,16.5,0.08332710646668774,0.16467765527978803,0.7261724550044758,72.6,1.0,0.6348966066726344,0.9943539687836731,0.7994366703111769,0.942720075501177,0.8388378415195424,0.8136232575921651,99.4,79.9,94.3,83.9,81.4
17014,RYZONIC 65,高神 Gosen,,0.65,高强度尼龙+树脂,0,8.9,517,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=17014,0.9168869126009842,91.7,0.9038260124987206,0.9168869126009842,0.9067408496084572,90.7,1.0,0.9067408496084572,0.7874780101676274,78.7,1.0,0.7874780101676274,0.9585305978970391,95.9,1.0,0.9585305978970391,0.800651630791469,80.1,1.0,0.800651630791469,0.9557112913119313,95.6,1.0,0.9557112913119313,0.9574099049584067,95.7,1.0,0.9574099049584067,0.10961221957861535,11.0,1.0,0.10961221957861535,0.922878896517285,92.3,1.0,0.8971718620230468,0.9574099049584067,0.812877812603535,0.8820233365920827,0.7813811927849298,0.8905106987877318,95.7,81.3,88.2,78.1,89.1
20064,VBS-61,威克多 VICTOR,高弹,0.61,-,0,7.6,117,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=20064,0.9867508329567077,98.7,0.39496055149803183,0.9867508329567077,0.8592150821716743,85.9,0.9212305594345743,0.8592150821716743,0.8679398755674023,86.8,0.5647536114749593,0.8679398755674023,0.9272492060373815,92.7,1.0,0.9272492060373815,0.9121288670642114,91.2,1.0,0.9121288670642114,0.882074786160739,88.2,1.0,0.882074786160739,0.9962051218965142,99.6,1.0,0.9962051218965142,0.16604740550928893,16.6,0.08,0.16604740550928893,0.6250668499021881,62.5,1.0,0.5000891332029175,0.9962051218965142,0.8025197808073453,0.9253652019018002,0.8329271202841906,0.8281734588398505,99.6,80.3,92.5,83.3,82.8
7217,VBS-63,威克多 VICTOR,高弹,0.63,尼龙,0,8.4,413,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=7217,0.9918922601897661,99.2,0.7976132694933864,0.9918922601897661,0.9086613674723721,90.9,1.0,0.9086613674723721,0.9749132600124762,97.5,0.8074004227744692,0.9749132600124762,0.7929970962159716,79.3,1.0,0.7929970962159716,0.9677933867445423,96.8,1.0,0.9677933867445423,0.969277037651323,96.9,1.0,0.969277037651323,0.9980955963913409,99.8,1.0,0.9980955963913409,0.11777705988231775,11.8,1.0,0.11777705988231775,0.8250739991080158,82.5,1.0,0.7667653321440211,0.9980955963913409,0.8384978959631251,0.9720168012165243,0.8843454528863676,0.8853740126832468,99.8,83.8,97.2,88.4,88.5
6652,VBS-66 NANO,威克多 VICTOR,高弹,0.66,VBS-66N以高强度尼龙复丝为内芯，通过纳米技术充分填充球线的每个交叉处,0,8.9,3461,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=6652,0.9609808818056617,96.1,1.0,0.9609808818056617,0.9472148831945019,94.7,1.0,0.9472148831945019,0.885213846904741,88.5,1.0,0.885213846904741,0.9434466143452895,94.3,1.0,0.9434466143452895,0.9454906620700845,94.5,1.0,0.9454906620700845,0.9094303616104091,90.9,1.0,0.9094303616104091,0.993683692629759,99.4,1.0,0.993683692629759,0.10280006296714407,10.3,1.0,0.10280006296714407,0.969843849150944,97.0,1.0,0.9597917988679254,0.993683692629759,0.8509005394087261,0.9390308320827696,0.8494177669022343,0.9354867635435077,99.4,85.1,93.9,84.9,93.5
7218,VBS-68,威克多 VICTOR,控制,0.68,高韧性Vectran 纤维与特殊扁平纱,0,8.6,155,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=7218,0.9870351832224497,98.7,0.40888679547448786,0.9870351832224497,0.7626543964535847,76.3,1.0,0.7626543964535847,0.9671185820633085,96.7,0.559109762223635,0.9671185820633085,0.9601867993146677,96.0,1.0,0.9601867993146677,0.8424400057160508,84.2,1.0,0.8424400057160508,0.8459127153957469,84.6,1.0,0.8459127153957469,0.9945736736745814,99.5,1.0,0.9945736736745814,0.21011261734962405,21.0,0.23093945513305075,0.21011261734962405,0.9662402942362429,96.6,1.0,0.9549870589816573,0.9945736736745814,0.8373638074918064,0.9025005576193068,0.8551442730185739,0.8939941029847639,99.5,83.7,90.3,85.5,89.4
7219,VBS-68 Power,威克多 VICTOR,控制,0.68,复丝尼龙,0,8.2,273,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=7219,0.9933133703543611,99.3,1.0,0.9933133703543611,0.9151984861635827,91.5,1.0,0.9151984861635827,0.8416865353965025,84.2,1.0,0.8416865353965025,0.9666351208161736,96.7,1.0,0.9666351208161736,0.7423533107909961,74.2,1.0,0.7423533107909961,0.8172766447315232,81.7,1.0,0.8172766447315232,0.9973936681604841,99.7,1.0,0.9973936681604841,0.1270918685572221,12.7,1.0,0.1270918685572221,0.8689173043746157,86.9,1.0,0.8252230724994876,0.9973936681604841,0.8077629232606067,0.878422173532179,0.8102473220580813,0.8978515890445374,99.7,80.8,87.8,81.0,89.8
7142,VBS-69 NANO,威克多 VICTOR,耐久,0.69,高强度尼龙复丝,0,8.0,132,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=7142,0.9766313932980599,97.7,0.12,0.9766313932980599,0.7940459714316996,79.4,0.46385510383796486,0.7940459714316996,0.9506025548513652,95.1,0.29192755191898245,0.9506025548513652,0.9687311998837222,96.9,1.0,0.9687311998837222,0.7199654829019648,72.0,1.0,0.7199654829019648,0.8399387578946558,84.0,1.0,0.8399387578946558,0.9639128997731986,96.4,0.9892014243854251,0.9639128997731986,0.12772877346868378,12.8,0.2,0.12772877346868378,0.8737236547726825,87.4,1.0,0.8316315396969101,0.9639128997731986,0.8016978542528925,0.8695654743990788,0.8250955682356657,0.8840576996452172,96.4,80.2,87.0,82.5,88.4
7220,VBS-70,威克多 VICTOR,耐久,0.7,复丝尼龙,0,8.4,765,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=7220,0.9927932755263216,99.3,0.9273400923574342,0.9927932755263216,0.8584240867036874,85.8,1.0,0.8584240867036874,0.8735248334294994,87.4,0.3366355323334387,0.8735248334294994,0.990079498193181,99.0,1.0,0.990079498193181,0.502392073872355,50.2,1.0,0.502392073872355,0.8510950744096277,85.1,1.0,0.8510950744096277,0.9645160100162311,96.5,1.0,0.9645160100162311,0.27365447151292754,27.4,1.0,0.27365447151292754,0.9767023462323456,97.7,1.0,0.9689364616431275,0.9645160100162311,0.8092424077662419,0.824227547836419,0.7969072034199389,0.9121860075887709,96.5,80.9,82.4,79.7,91.2
7015,李宁1号线,李宁 Lining,高反弹,0.65,耐热高强力尼龙复丝,0,7.7,961,low,high,high,high,high,https://www.badmintoncn.com/cbo_eq/view.php?eid=7015,0.9922446976742676,99.2,0.844767306206075,0.9922446976742676,0.9654521273702269,96.5,1.0,0.9654521273702269,0.8753818113794156,87.5,0.9604906361714035,0.8753818113794156,0.7793768072757078,77.9,1.0,0.7793768072757078,0.9658116855045948,96.6,1.0,0.9658116855045948,0.9115350579659833,91.2,1.0,0.9115350579659833,0.9945481800897114,99.5,1.0,0.9945481800897114,0.062151416451233614,6.2,1.0,0.062151416451233614,0.8310891911016809,83.1,1.0,0.7747855881355745,0.9945481800897114,0.8197323305347578,0.9570074939461657,0.8464038988753111,0.8788468970999112,99.5,82.0,95.7,84.6,87.9
